"","year","region","site","block","treatment","quad_num","species","relcov"
"365",2019,"Toolik","89MAT",2,"GHNP","Q3","Cas tet",0
"366",2019,"Toolik","89MAT",2,"GHNP","Q3","Emp nig",0
"367",2019,"Toolik","89MAT",2,"GHNP","Q3","Eri vag",0.00401606425702811
"368",2019,"Toolik","89MAT",2,"GHNP","Q3","fr boil",0
"369",2019,"Toolik","89MAT",2,"GHNP","Q3","Led pal",0.0481927710843374
"370",2019,"Toolik","89MAT",2,"GHNP","Q3","lichen",0
"371",2019,"Toolik","89MAT",2,"GHNP","Q3","litter",0.160642570281124
"372",2019,"Toolik","89MAT",2,"GHNP","Q3","moss",0
"373",2019,"Toolik","89MAT",2,"GHNP","Q3","Ped lap",0
"374",2019,"Toolik","89MAT",2,"GHNP","Q3","Pol bis",0
"375",2019,"Toolik","89MAT",2,"GHNP","Q3","Rub cha",0.497991967871486
"376",2019,"Toolik","89MAT",2,"GHNP","Q3","Sal pul",0
"377",2019,"Toolik","89MAT",2,"GHNP","Q3","Std Bet",0.1285140562249
"378",2019,"Toolik","89MAT",2,"GHNP","Q3","Vac uli",0
"379",2019,"Toolik","89MAT",2,"GHNP","Q3","Vac vit",0
"380",2019,"Toolik","89MAT",2,"GHNP","Q3","Win kill",0
"381",2019,"Toolik","89MAT",2,"GHNP","Q4","And pol",0
"382",2019,"Toolik","89MAT",2,"GHNP","Q4","bare",0
"383",2019,"Toolik","89MAT",2,"GHNP","Q4","Bet nan",0.35
"384",2019,"Toolik","89MAT",2,"GHNP","Q4","Car big",0
"385",2019,"Toolik","89MAT",2,"GHNP","Q4","Cas tet",0
"386",2019,"Toolik","89MAT",2,"GHNP","Q4","Emp nig",0
"387",2019,"Toolik","89MAT",2,"GHNP","Q4","Eri vag",0
"388",2019,"Toolik","89MAT",2,"GHNP","Q4","fr boil",0
"389",2019,"Toolik","89MAT",2,"GHNP","Q4","Led pal",0.025
"390",2019,"Toolik","89MAT",2,"GHNP","Q4","lichen",0
"391",2019,"Toolik","89MAT",2,"GHNP","Q4","litter",0.175
"392",2019,"Toolik","89MAT",2,"GHNP","Q4","moss",0
"393",2019,"Toolik","89MAT",2,"GHNP","Q4","Ped lap",0
"394",2019,"Toolik","89MAT",2,"GHNP","Q4","Pol bis",0
"395",2019,"Toolik","89MAT",2,"GHNP","Q4","Rub cha",0.383333333333333
"396",2019,"Toolik","89MAT",2,"GHNP","Q4","Sal pul",0
"397",2019,"Toolik","89MAT",2,"GHNP","Q4","Std Bet",0.0666666666666667
"398",2019,"Toolik","89MAT",2,"GHNP","Q4","Vac uli",0
"399",2019,"Toolik","89MAT",2,"GHNP","Q4","Vac vit",0
"400",2019,"Toolik","89MAT",2,"GHNP","Q4","Win kill",0
"401",2019,"Toolik","89MAT",2,"GHNP","Q5","And pol",0
"402",2019,"Toolik","89MAT",2,"GHNP","Q5","bare",0
"403",2019,"Toolik","89MAT",2,"GHNP","Q5","Bet nan",0.209205020920502
"404",2019,"Toolik","89MAT",2,"GHNP","Q5","Car big",0
"405",2019,"Toolik","89MAT",2,"GHNP","Q5","Cas tet",0
"406",2019,"Toolik","89MAT",2,"GHNP","Q5","Emp nig",0
"407",2019,"Toolik","89MAT",2,"GHNP","Q5","Eri vag",0.0167364016736402
"408",2019,"Toolik","89MAT",2,"GHNP","Q5","fr boil",0
"409",2019,"Toolik","89MAT",2,"GHNP","Q5","Led pal",0.00418410041841004
"410",2019,"Toolik","89MAT",2,"GHNP","Q5","lichen",0
"411",2019,"Toolik","89MAT",2,"GHNP","Q5","litter",0.184100418410042
"412",2019,"Toolik","89MAT",2,"GHNP","Q5","moss",0
"413",2019,"Toolik","89MAT",2,"GHNP","Q5","Ped lap",0
"414",2019,"Toolik","89MAT",2,"GHNP","Q5","Pol bis",0
"415",2019,"Toolik","89MAT",2,"GHNP","Q5","Rub cha",0.485355648535565
"416",2019,"Toolik","89MAT",2,"GHNP","Q5","Sal pul",0
"417",2019,"Toolik","89MAT",2,"GHNP","Q5","Std Bet",0.100418410041841
"418",2019,"Toolik","89MAT",2,"GHNP","Q5","Vac uli",0
"419",2019,"Toolik","89MAT",2,"GHNP","Q5","Vac vit",0
"420",2019,"Toolik","89MAT",2,"GHNP","Q5","Win kill",0
"421",2019,"Toolik","89MAT",2,"GHNP","Q6","And pol",0
"422",2019,"Toolik","89MAT",2,"GHNP","Q6","bare",0
"423",2019,"Toolik","89MAT",2,"GHNP","Q6","Bet nan",0.229007633587786
"424",2019,"Toolik","89MAT",2,"GHNP","Q6","Car big",0
"425",2019,"Toolik","89MAT",2,"GHNP","Q6","Cas tet",0
"426",2019,"Toolik","89MAT",2,"GHNP","Q6","Emp nig",0
"427",2019,"Toolik","89MAT",2,"GHNP","Q6","Eri vag",0
"428",2019,"Toolik","89MAT",2,"GHNP","Q6","fr boil",0
"429",2019,"Toolik","89MAT",2,"GHNP","Q6","Led pal",0.0152671755725191
"430",2019,"Toolik","89MAT",2,"GHNP","Q6","lichen",0
"431",2019,"Toolik","89MAT",2,"GHNP","Q6","litter",0.106870229007634
"432",2019,"Toolik","89MAT",2,"GHNP","Q6","moss",0
"433",2019,"Toolik","89MAT",2,"GHNP","Q6","Ped lap",0
"434",2019,"Toolik","89MAT",2,"GHNP","Q6","Pol bis",0
"435",2019,"Toolik","89MAT",2,"GHNP","Q6","Rub cha",0.480916030534351
"436",2019,"Toolik","89MAT",2,"GHNP","Q6","Sal pul",0
"437",2019,"Toolik","89MAT",2,"GHNP","Q6","Std Bet",0.16793893129771
"438",2019,"Toolik","89MAT",2,"GHNP","Q6","Vac uli",0
"439",2019,"Toolik","89MAT",2,"GHNP","Q6","Vac vit",0
"440",2019,"Toolik","89MAT",2,"GHNP","Q6","Win kill",0
"441",2019,"Toolik","89MAT",2,"GHNP","Q7","And pol",0.419512195121951
"442",2019,"Toolik","89MAT",2,"GHNP","Q7","bare",0
"443",2019,"Toolik","89MAT",2,"GHNP","Q7","Bet nan",0
"444",2019,"Toolik","89MAT",2,"GHNP","Q7","Car big",0
"445",2019,"Toolik","89MAT",2,"GHNP","Q7","Cas tet",0
"446",2019,"Toolik","89MAT",2,"GHNP","Q7","Emp nig",0
"447",2019,"Toolik","89MAT",2,"GHNP","Q7","Eri vag",0.0292682926829268
"448",2019,"Toolik","89MAT",2,"GHNP","Q7","fr boil",0
"449",2019,"Toolik","89MAT",2,"GHNP","Q7","Led pal",0
"450",2019,"Toolik","89MAT",2,"GHNP","Q7","lichen",0.15609756097561
"451",2019,"Toolik","89MAT",2,"GHNP","Q7","litter",0
"452",2019,"Toolik","89MAT",2,"GHNP","Q7","moss",0
"453",2019,"Toolik","89MAT",2,"GHNP","Q7","Ped lap",0
"454",2019,"Toolik","89MAT",2,"GHNP","Q7","Pol bis",0.31219512195122
"455",2019,"Toolik","89MAT",2,"GHNP","Q7","Rub cha",0
"456",2019,"Toolik","89MAT",2,"GHNP","Q7","Sal pul",0
"457",2019,"Toolik","89MAT",2,"GHNP","Q7","Std Bet",0
"458",2019,"Toolik","89MAT",2,"GHNP","Q7","Vac uli",0.0048780487804878
"459",2019,"Toolik","89MAT",2,"GHNP","Q7","Vac vit",0.0682926829268293
"460",2019,"Toolik","89MAT",2,"GHNP","Q7","Win kill",0.00975609756097561
"461",2019,"Toolik","89MAT",2,"GHNP","Q8","And pol",0
"462",2019,"Toolik","89MAT",2,"GHNP","Q8","bare",0
"463",2019,"Toolik","89MAT",2,"GHNP","Q8","Bet nan",0.604166666666667
"464",2019,"Toolik","89MAT",2,"GHNP","Q8","Car big",0
"465",2019,"Toolik","89MAT",2,"GHNP","Q8","Cas tet",0
"466",2019,"Toolik","89MAT",2,"GHNP","Q8","Emp nig",0
"467",2019,"Toolik","89MAT",2,"GHNP","Q8","Eri vag",0
"468",2019,"Toolik","89MAT",2,"GHNP","Q8","fr boil",0
"469",2019,"Toolik","89MAT",2,"GHNP","Q8","Led pal",0.0104166666666667
"470",2019,"Toolik","89MAT",2,"GHNP","Q8","lichen",0
"471",2019,"Toolik","89MAT",2,"GHNP","Q8","litter",0.0625
"472",2019,"Toolik","89MAT",2,"GHNP","Q8","moss",0
"473",2019,"Toolik","89MAT",2,"GHNP","Q8","Ped lap",0
"474",2019,"Toolik","89MAT",2,"GHNP","Q8","Pol bis",0
"475",2019,"Toolik","89MAT",2,"GHNP","Q8","Rub cha",0.15625
"476",2019,"Toolik","89MAT",2,"GHNP","Q8","Sal pul",0
"477",2019,"Toolik","89MAT",2,"GHNP","Q8","Std Bet",0.166666666666667
"478",2019,"Toolik","89MAT",2,"GHNP","Q8","Vac uli",0
"479",2019,"Toolik","89MAT",2,"GHNP","Q8","Vac vit",0
"480",2019,"Toolik","89MAT",2,"GHNP","Q8","Win kill",0
